"name","sum"
"Sat Sahib Bhojanalya","481"
"SCOOPS","9181"
"Finch Restaurantt","894"
"WHITES CAFE","491"
"Sharma juice bar and fast food","83"
"HOTEL SRI ARYAS","963"
"JG Kitchens","2634"
"Wok Palace","22778"
"The Drive Thru","21796"
"Devam Bhog Sweets","2958"
"Loliez","1588"
"BURRITO BOWL","1606"
"FIVE STAR CHICKEN/ NRK ENTERPRISES","764"
"GROUND UP CAFE","6653"
"Paharganj Chole Bhature Point Since 1940","185"
"Sahasra Foods","2764"
"BOMBAY PAV BHAJI AND TAWA PULAO","0"
"JAIN FOOD CORNER","505"
"FANTASY CAFE","46"
"Hyderabad Spice","347"
"Home kitchen","3842"
"lively foods","3269"
"Roj ka Khana(Daily Meals)","2583"
"Alam Foods","7880"
"Wok Station","444"
"Amritsari Chaap Wale","287"
"Lucknowi Zaika","1634"
"Swagtam Food Corner","35759"
"Dubai Kitchen","144"
"Yangkiez by Momo Mami","3992"
"Shinde Biryani House","93741"
"Vaggie Treat Fast Food","2000"
"Cake4ever","847"
"Rusbury Fresh Sweets and Savouries","218"
"CHICKEN SHAWARMA & MOMOS KORNER","51"
"Krishna Chat Shop -34","495"
"FCF Chaap & Kebabs","569"
"MILANO PSP","97"
"The Healthy Bowl","97"
"Idhu Namma Veetu Sapadu","4361"
"Sips N Snacks","65"
"MEALS 24*7","125"
"MAMIDI CHIGURU","1958"
"Lavang Biryani Corner","6870"
"Temples Off Pizza","162"
"Hotel AL Rizwan","3426"
"The Spice Bazaar","1324"
"Uma s Kitchen","102"
"Aroma Of South","176"
"Friends Millet kitchens","12176"
"Tbc By The Black Chimney","52315"
"SHRI HARI VEGETARIAN RESTAURANT","4134"
"Delight Pizza Point (Civil Lines)","903"
"Tawa Chowk","1838"
"Rollie Pollie","0"
"Brother Chefs","167"
"Vishal Prem-Bakery","532"
"Hunger drop","338"
"Sathipriya's Bangarpet Panipuri","2542"
"Rice N Noodle","1495"
"LAHORI BIRYANI","60"
"Tipsy Topsy Food Hub","4125"
"Waffle Box","12051"
"Bissmilla Restaurant","292"
"Chennai Hot Puffs","120"
"INDIAN SPICE","759"
"FUSION BUKHARA","67870"
"Papadams Takeaway","3194"
"Kutchi King","23866"
"Rajhans Regent Thali ISBT","1722"
"Jagmohan Pishori Tawa Chicken Wala","6190"
"CARLOS CAKES","133644"
"Chandigarh Chulha","199"
"Shri Sahab Ji Bakery","185"
"SPIZN BIRYANI","176"
"MASHOOR PUNJABI DHABA","236"
"Utthan Kitchen","4755"
"Mumbai Chaat","76532"
"WAGH BAKRI TEA LOUNGE","15065"
"Suhani Restaurant","4102"
"Alif Biriyani - Malaysian Parota","11907"
"The cakezone","8023"
"Almond House","8611"
"Delicious Pizza","17315"
"JOSHI MITHAI &CHAT BHANDAR","176"
"Sandwich Park","255"
"Central Biryani","653"
"Southern Biryani","21167"
"FRESHO FRUITS N SHAKES","9370"
"Jaina Xpress","4171"
"Ajith Biriyani stall","125"
"Crispy Crave-Inn","287"
"Shiva Food Court","79"
"Shiv Guru Corner","7023"
"Al-Habibi Fast Food Hub","440"
"H&T The cloud kitchen","30250"
"PAAKASHALA","11987"
"La Bestia Pizzeria","898"
"Chaat Bhaat By YummyEats","171"
"The Congee Concept","361"
"WRAPSTER","176"
"Maha's Family Restaurant","3097"
"Malnad Cafe","69315"
"Mamidi Traditional Andhra Cuisine","213"
"Momo-La Grandma's  kitchen","111"
"Zaika Amritsari","74"
"Sri Sai daba","588"
"Mughlai Huttz","1996"
"Pasta Junction","1329"
"Wraps n Waffles","3856"
"SALAD BOWL","8547"
"SHAHI KUKKAD","11412"
"krishna amritsari naan","93"
"BOGO Pizza & Cakes (Buy One Get One)","1560"
"Veg and Non Veg Delicious Food","49903"
"Lucky's biryani house","528"
"M.K. Food Plaza","565"
"Joecees Bakers","1139"
"CHINESE SIZZLER","34519"
"Mehul'S Kitchen - Qsr","6444"
"Hotel Shri Someshwar Bhojnalaya(Pure Veg)","398"
"Reliance Bakery","4093"
"PANDITS PAKKA VEG","2884"
"ROYAL HAWELI","2176"
"E2P ITALIAN  PIZZA & BURGER","1000"
"THE LADAKHI KITCHEN","1333"
"Mad Max Foodiez","39421"
"Tuli'S Restaurant","28269"
"Parangepettai Nei Parotta","6106"
"Burger It Up","1220849"
"Canteeno","204"
"rolls king","2819"
"Mood Food Express","1917"
"Prantha King","2894"
"PENTAGON CAFE","70139"
"Amber da dhaba","14611"
"HOTEL SIDDHARTHA","37"
"Punjabi Tawa","23222"
"Siddhai Pizza Corner","2023"
"AL NAWAB BIRIYANI","1495"
"The Chipmunks Company","1486"
"Hangout Cafe & Restaurant","1935"
"The Millionaire Pizza & Pasta","1463"
"Bajarang Food Corner","1069"
"Pizza Fire In","380"
"FOOD 24BY7","13264"
"Barbeque Paradise","4764"
"Double Treat","1972"
"RONAK FAST FOOD","324"
"DESI MASALA","148"
"Santhanas Kalyana Biriyani","370"
"YASH OMELETTE POINT","0"
"Food24","10407"
"INDIAN WOK","523"
"Shaik Shawarma","162"
"Raj Ratna Restaurant . 2","824"
"Chumthang Cake Shop","50991"
"DINESH BHAI","3403"
"Kamat Hotel","20666"
"Food junction","1759"
"SK JUICE AND CHATS","8019"
"Sanjha Chulha","157302"
"Krushna cafe","1736"
"SMR DINE-IN AND TAKEAWAY / SRIRAM MULTI CUISINE RE","167"
"Nagpur Biryani","2731"
"Kulchewala & Co.","1579"
"DEVI TIFFINS","130"
"South Indian Hut","1463"
"ROCK N ROLLS SANDWICH & BURGER'S","22019"
"Adarsh Misthan Bhandar","398"
"Jay Murlidhar Chapdi Undhyu","79"
"BOTI & ROTI","199"
"Regent Club","199"
"Ritesh Biriyani N Fast Food","4324"
"THE UNTOLD STORIES","28269"
"SHANDAR MARWADI DHABA","60"
"Nellai Restaurant","125"
"JUICE SPOT","16236"
"PIZZAA GHAR","222"
"Nisha Gujarati Thali","444"
"Area4","338"
"Pa Se Paratha","1292"
"The scoop","875"
"MURGA SPECIAL SWAD","681"
"Salaam Namaste","13352"
"chicken mania","1204"
"Mother's Meal","648"
"COMBO KITCHEN","12458"
"NISHTHA FOODZ","2079"
"Super Chix","6153"
"PUJA SWEETS  TINPLATE","7954"
"House Of Mandiness","84931"
"MOC - The American Restaurant","9065"
"Malabar kitchen","139"
"CLASSIC ROLLS","6431"
"Pate Full","324"
"RAJASTHANI DHABA","556"
"Barbeque Restaurant","93"
"Blue Bay The Senior Chef","162"
"Tandoor-e-Khwab","65"
"Mother Earth","3366"
"LITTLE BITE RESTAURANTS","13000"
"BOLLYWOOD TADKA","2481"
"EGG CORNER","968"
"BAKE HOUSE BAKERY","361"
"Shri Deepali South Indian","2074"
"Cheenchatti","1292"
"Prantha king","134"
"Neelkamal Coffee Bar","870"
"Nrs Anand Tiffins","366"
"ROLL STONE","4305"
"Chowdhary Sweets","3204"
"DHINDSA DAIRY","463"
"Chi-ca Chi-ca","148"
"TASTE OF KITCHEN","389"
"Cake Boyzs","366"
"Indiana Exotica","39181"
"Food Mohalla","57065"
"CAFE SUNDOWNER","125"
"Shiva Juice Corner","21667"
"Iksha juice junction","3241"
"Rajastani Girmit Centre","3028"
"New burma atho kadai","17708"
"Chalte Firte Momos & Special Foods","778"
"Tara Sweets","93"
"Shri Ram Store & Bakers","3602"
"Donne Biryani","6389"
"EKDUM!BIRIYANI","148"
"New Kabab Plaza","3546"
"ANDHRA HOME BIRIYANI","250"
"ITS Caterers","204"
"Pahuja'S Bakers","231"
"CHINESE HOT POT COOK BOOK","106"
"PRAKASH DHAWA","10889"
"THOK-The House of Kebab","78407"
"ALIENSTONE ANNA  NAGAR","227"
"VASUDEV FAST FOOD","139"
"Bihari Dhabha","560"
"Cafe Deewane","2264"
"sri sai upahahara","21542"
"Cake crush","7829"
"Fire N Ice","356"
"Noodle HOUSE","176"
"Oneness Cooks","3449"
"Right Away Fast Food","2134"
"4 Heaven's Burgers & Pizzas","1833"
"WEBLIHOUSE","838"
"LUCKY DHABA","185"
"UP75 THE YOUNG HUB FASTFOOD","2782"
"NEW HYDERABADI BIRYANI","190"
"Tenzin Kitchen","1106"
"ENSO-The Pizza Kitchen","14051"
"Sweet Retreat","176"
"Jay Bajrang Vijay Vadapav Center","444"
"Pitza World","222"
"Puneri Amruttulya","239445"
"Tekup and Sizzly Chicken","1120"
"CHINESE ADDA","19671"
"Burger fun","111"
"PARATHA CIRCLE","18653"
"New Dawat Non Veg Restaurant","93"
"COFFE & BURGER","1074"
"Kitchen King","32356"
"Qube Cafe","431"
"CFC Indian Tadka","681"
"Muskan dum biryani","1565"
"Gofried","42556"
"MOMOS FACTORY","46926"
"marwadi tadka wala","3500"
"Kebabie Karvaan","1746"
"Rk Sweets","713"
"Uma Snacks & Beverages","736"
"Frankie Station - Himalaya Mall","19208"
"Dinner Bell 2","17514"
"Fresh Pressery cafe","2616"
"Maya Food Point","79"
"Combos World","213"
"OnlyParanthas.com","43431"
"MOMO RUSH","190"
"Bagara Express","3194"
"Patil Vadapav","20042"
"KHAN BHAI'S DHABA","468"
"Great Food Restaurant","93"
"Chiragdin Biryani","3482"
"Hinglaj Kachori Bhandhar","19213"
"Cheers The Coffee Shop","38606"
"Midnight Eat","278"
"Bite Me","2167"
"BREAD AND BITES","296"
"Sree Vinayaka Grand","11162"
"MOMO BURGER JOINT","509"
"Ghar ki Kitchen By NC","310"
"Cake House  By kavita","185"
"Malabar Fresh Haute Cuisine","93"
"Dilli Cuisine","490"
"IPizza","185"
"Tasty  Burger","8769"
"kesar di hatti","14606"
"Bhullar's Butter Chicken Co.","3380"
"Mamas Roti House","11991"
"Fresh Juice Healthy Shakes","181"
"Swaad Punjab Ka","9735"
"Just Jikkys Food Mama Manzil","1602"
"Zaika Hut","0"
"Froyo","657"
"Fresh Juice Corner","1171"
"Waffles pizza","130"
"Al Rahmath Chinese Fast Food","417"
"Uncle's Biryani","944"
"AL Lazeez Biryani","630"
"The Momo Thekka","5704"
"THE ROYAL MUGHAL  KITCHEN","7421"
"Wangshi's","1329"
"Arab Grills","12838"
"Chicken Peddler","4028"
"Brundavan Tiffins","6542"
"Lovespell Icecream","1778"
"Hotel Nisaraga","5644"
"Koozies Ice Cream","356"
"Far East","47000"
"Hokart - M N Cafe","1144"
"Biryani Kitchen & Bengali Sweet","9190"
"Lucknow Famous Idrees Ki Biryani","46083"
"Cakes And Wishes","1546"
"Veerabhadreshwara Roti kendra","6481"
"Foodlance","444"
"BEYOND BIRYANI","79"
"SHRIISAGAR PURE VEG","222"
"Royal Cooperative industrial Production Society Li","2000"
"TeZ Patta","5352"
"The Cake Boutique","491"
"BIRYANI STATION","1944"
"New Harif Dabeli","93"
"ANDHRA CURRY'S POINT","16968"
"MANNAT RESTAURANT","1227"
"THE CAVERN LOUNGE AND KITCHEN","782"
"EATING MESS","102"
"Rohit Restaurant","0"
"Black & white cafes","301"
"Mahabir Delight","10954"
"Sindh Punjab Fine Dine","681"
"Paradise sandwich","120"
"The Food Cartel","8269"
"FATIMA BIRYANI & KABAB CENTER","3986"
"SUMTI SNACKS","546"
"Tandoori Zaika","81059"
"Woodlands Restaurant","231"
"LIIPZ ON","630"
"SANA FAMILY RESTAURANT","208"
"DEV FOODS","259"
"Midas Touch","222"
"The Burger Store","133616"
"Wok Wagon By Hawkers","129083"
"Mr.Dosa Point","25620"
"SHAWARMA HUT","318441"
"BAWARCHI","24667"
"Holywings","74"
"Sri Gayatri Bhavan","2704"
"Pranthiya Ruchulu","120"
"Cheer Up Point Momos","1898"
"Goodluck Chicken Hub","11620"
"KI TAKEAWAY","231"
"Spice Market - Premium Kebab Experience","91626"
"Spicy Corner","10454"
"Sri Sai Ram Andhra Snacks","630"
"Vintage Hut","319"
"Jain Food Kitchen","3505"
"PACHADLU VS KAARALU","1745"
"SKYLOUNGE","6148"
"Dan's Eatery & Creamery","426"
"California Biryani","889"
"IFC RESTAURANT","750"
"LAND OF SNAKES","940"
"VENKATESHWARA HOT & SPICY FAST FOOD CENTRE","125"
"Shawarma & Grill","29936"
"Melting hearts","435"
"Food Station","24412"
"SUGAR BRUSH","3130"
"AKIB CHICKEN BIRYANI POINT","1222"
"Burgerism!!","11583"
"THE TASTE MAKER","11106"
"sethji dilliwale","815"
"CUES CAFE","167"
"HYDERABADI CHAI ADDA CAFE LOUNGE  GRILL","74"
"Khanti bangali","46"
"RELOADED CAFE","389"
"LEGACY","157"
"Ammas Pastries","2412"
"Srs Momos","3065"
"F3 Cafe & Ice Cream Parlour","306"
"Hotel Palmgrove - Menaka","15056"
"Om Best Paratha","7014"
"VSR Andhra Restaurant(Navnagar)","1505"
"Shawarma Spot","15865"
"HEAVENLY BITES","310"
"FUSION KA TADKA","8833"
"Got Kitchen","449"
"Saanvika Waffle House","2069"
"Gupta's Food Point","1935"
"Krishnatunga Restaurant","277"
"Sughandh pure veg","12699"
"Sanjog Da Sanjha Chullaha","352"
"Grub Hub","46"
"IKKA FAST FOOD","1056"
"Poorvi's cafe","6630"
"Shen","1528"
"Sindhu Foods and Beverages","4213"
"Punjabi Kadhai Restaurant","8111"
"Sri Sai Mirdhiya","11657"
"The Grill Theory","190982"
"THE MIRCH KABAB","801"
"Mughali Delight","315"
"Vvewin Cakes Bakery","454"
"Basics 09 The Tiffin Box","12231"
"Shiso & YuChoi","644"
"BS HOTEL","167"
"Noodle","5556"
"Shree Krishna Sweets","79"
"Brew & Grill Cafe & Restaurant","13917"
"PARATHA CORNER","3931"
"Burmuda Biryani","3287"
"New Pizza King","69625"
"Schezwan Pepper","39403"
"Babu Biryani Center","16949"
"Short Crust Cakes and More","264"
"Tea Bites Cafe","440"
"Som Dhaba","125"
"THE DREAM CAKE BY CHEF TARUNA BIRLA","30546"
"Inti Ruchulu","2546"
"Cafe Farmland","68329"
"ANGAARA RESTAURANT","0"
"Hanker and Mellow","39778"
"HOTEL ROYAL KITCHEN","6481"
"Pait Pooja (Thoraipakkam)","3852"
"TUMMY FULL","30435"
"SRI HASSANAMBA CHATS CENTER","593"
"JUST SANDWICHS","3074"
"The Taste Element","1755"
"GRILLISTAAN","125"
"Pizza Shack Restaurant","1190"
"Hang Out","2801"
"Mirchi chaats","250"
"Cafe Patisserie","542"
"Hotel Abdullah","667"
"Mele Babu Ne Khana Thaya","5194"
"Prince Burger","333"
"VMV Tiffin Centre","56"
"Cafe 99","7546"
"Seena Bhai 1977 Chat & Juices","667"
"JAYANAGAR KITCHEN MILITARY HOTEL","130"
"Jeeva Bakers","3935"
"Sardar Ji Chicken Corner (Raja Garden)","755"
"Shri Anand Cafe","148"
"Charlie Who? by Flayvor Co.","26384"
"Papa veg Pizza","167"
"RED FLAME","87259"
"Homely Tadka","12620"
"Shree Mangaleshwar Live Bakery","806"
"Fresh Sugarcane Juice","861"
"Mother's Mess","1069"
"SAARA JUICE POINT","1597"
"Zaika kathi roll and momos","7269"
"Shreeji Panipuri","259"
"THE CAFE FINOM","1306"
"The Sizzling swad","515977"
"HOTEL NALAMAHARAJA","5065"
"Evalatte Coffee","2287"
"Shree Annapurna","18639"
"Binger's Tandoori Momos","10181"
"Hunger Killers","1889"
"Kaveri Kitchen","1861"
"Chicken's Shahi Kitchen Briyani","0"
"Hotel Shree Lakshmi bhavan","1019"
"Homely Kitchen","74"
"M SQUARE SHAKES & ICECREAMS","2704"
"Punjabwala","7565"
"AFTERS","181"
"Ram Fast Food","1481"
"THE TARI STORY","2347"
"Sassy Momos","144"
"Chai Pearl","2750"
"Rutbah","241"
"Village Inn","514"
"MOMO ADDA","5255"
"everest ice cream milk shakes","167"
"ARGHO TIFFIN SERVICES","361"
"ILLE ADDADALLI CAFE AND RESTAURANT","2833"
"Gowdru Mane Uta","9167"
"THE DOUBLE DECKER PIZZA HOUSE","120"
"Moidheen Bhai Biriyani","2352"
"New Lawela Restaurant","199"
"Tea post","306"
"Ambersariya Dhaba","0"
"Tasty Food of Kolkata","551"
"BHAVISHYA RESTAURANT","157"
"Yummpys","2356"
"Snaxpot","3491"
"THE STREET SNAX","324"
"Home Made Biryanis","116"
"Teas N More","111"
"GRILLLAND BBQ","28260"
"Sri Nandi Bakers & Cake Palace","23361"
"Biryani Art","1042"
"Masti Ccafe Bar","3444"
"Taste of Kerala","6487"
"Kahana Khazana","407"
"HR-87 CONTINENTAL","2310"
"Devbhoomi Pani Puri Center","22907"
"Lotus Bakery","21574"
"METRO CAKES","0"
"House of Pasta","315"
"BALLU BAWARCHI","19837"
"chai toh banti hai","116"
"Kerala & North Indian Mess","32866"
"THE ULTIMATE PIZZA","991"
"SRI MAHADESHWARA MUDDE HOTEL","2102"
"Quick bite foods","1310"
"Tandoori guys","46083"
"Hotel Nandan- Lords Bowl Meals","2606"
"CAKE PARK SWEETS AND BAKERY","1495"
"Sudhas Chaat and Sweets","282"
"italian pizza and restaurant","93"
"OTT popcorn","6389"
"Masalaroma","4134"
"BABA DI CHICKEN","644"
"FOOD BUTEEK","5319"
"CAFE GRAVITY","167"
"SREE GANESHA FRUITE  JUICE  CENTER","1597"
"Hot Lee Chinese","61559"
"RASOI BY TRIANGLE KITCHEN","29472"
"BOBA TREE","273"
"RED FLAME BOX","231"
"Charcoal street","602"
"Gym Club","227"
"Marv's Pizza","101601"
"Raj Sweets and Snackes (Sindhi)","2190"
"TAIPO","514"
"CHAI SUTTA BAR","112687"
"B K Food Zone","93"
"MUGHLAI CHEFS","245"
"ALWAYS BBQ","1958"
"Khawa Karpo","2185"
"PARADISE CORNER","0"
"Monis Restaurant","319"
"Chacha's Take Away","222"
"The Mawa's Kitchen","69"
"Poorni Biryani Mane","5375"
"RM Qureshi Kababs","60491"
"Dank Asian","1981"
"Food 4 You","3972"
"Srisailam Cafe","1019"
"Shadab Roll Corner","718"
"Shree Ram Pizza Corner","183042"
"THE DECC17","167"
"FOOD DINE INN","14333"
"Anna Kitchen","6389"
"Ramnath Fast Food","93"
"VINAYAKA FOOD  COURT","139"
"Chulha Chowka","838"
"Roll Singh","2699"
"PVR Nalapaka Veg-Nonveg Biriyani Restaurant","26074"
"Sizzling Curries The Kulambu kadai","736"
"Bread Talk","7157"
"VIRASAT","74"
"Curries And More","46"
"Ruchitho Restaurant","65"
"SHREE BIDYA GANGURAM","3528"
"Madurai South Indian Food","2282"
"S.A KING PLAZA","569"
"Desi Donne Biryani","486"
"Silbuttah Story by Berco's","40694"
"SPROUT N SNACKS","167"
"Public Affair","218"
"Warp Paradise","42315"
"Samosa Treat","65"
"FOOD LUCIFERS","231"
"Bhim 143 biriyani","426"
"MOTHER'S SPECIAL","370"
"MEC & METH","556"
"Siddhi Vinayak Food Corner","454"
"GINGER MINT","111"
"Gopi Fast Food centre","296"
"Tandoori gali","167"
"Kingsmen shawarma","25495"
"Pupil","125"
"7th Heaven","494975"
"Foodies Kitchen","6792"
"NEW SHETTY LUNCH HOME (VEG AND NON-VEG)","681"
"Foods of dream","28880"
"MADURAI DOSA","185"
"SGF - Spice Grill Flame (Sec 11)","37380"
"7 Sanable Bakery","120"
"FTV Cafe & Restro","13731"
"Uttar - Simple North Indian","343"
"LALJI KA DHABA","2431"
"AKSHITHAM ELITE","171"
"Le Arabia COMBOS","13375"
"Idhu Nama kada","356"
"VIBES","750"
"The Rooster House","278"
"THE PIZZERIA","1171"
"CHINESE MASTER","667"
"Trick or Treat Cafe","102"
"Sree Gupta Bhavan","27898"
"99 SPECIAL DAL ROTI THALI 99","227"
"THE CHINESE KITCHEN & SHAKES","421"
"VEGETERIAN ANGITHI","11898"
"The Asian Kitchen","694"
"HOTEL NANAS ADUPANKARAI","3356"
"Desi Darbar By Billu's","250"
"Mughal -E- Azam","1106"
"Kanaiya  Ganthiya  Center","183787"
"New Sai Sweets & Bakers","162"
"Akshaya Sai Tender Juice Land","93"
"Pt. Siya Ram Sweets","227"
"The Cakesmith Bakery","88"
"Roz Khao Ande","1315"
"Jaya Biryanis n more","148"
"Black Board Cafe","148"
"Juskhana - Veg","653"
"Wiggle cult","10806"
"Shah Namkeen","417"
"Mangal Bhog","194"
"Mother Kitchen","3759"
"Uma's Cafe","120"
"THE CASCADE GRAB & GO","5366"
"Shawarma Rite","157"
"Kathi Rolls Wale","13713"
"Indian Spicy","116"
"Elsa s Dog park Cafe","5880"
"KALAVARA RESTAURANT","4333"
"DADDY'S KITCHEN","111"
"Chp foods","7611"
"Chowringhee kathi roll","93"
"CAKETEN","144"
"Khichdi Experience by Oval Foods","11801"
"The Club Cafe","7130"
"mr.eat street","10648"
"Kamal's Traditional Sweets","139"
"The Port Lounge / Hotel East Coast","3477"
"Super 28 Kheechadi","2380"
"Shanghai Express-The New Marrion Hotel","116"
"Naseeb Malai Gola- Gunjan","454"
"Coastal Grill","343"
"Kinnera fast food and Biryani","870"
"South End Corner","198356"
"Chaya Maaya","852"
"KRISHNA CANTEEN","407"
"PANDHEM KODI PAKASALA","120"
"Haji hotel","3620"
"SHREE SARAVANA FOODS","16056"
"Roast & Fry","241"
"Deka Xang Dhaba","1764"
"Brewd Awakening","95495"
"Biryani Destination","310"
"Bun Makkhan Chai","7380"
"Dum Biryani Kitchen","11301"
"Tiwari Restaurant","208"
"Maha Periyavaa","5417"
"KHATTA MEETHA","12255"
"Pinto Chicken Corner","125"
"Food palace","218"
"Bhaj Govindam","259"
"Nigh Cafe town","801"
"Kanaiya Lassi & Icecream","176"
"Mom'S Paratha Cafe","1292"
"The Angel Cafe","93"
"Wong Side","157"
"A1 Pizza, Burger & Shawarma","3019"
"Target Pizza","5639"
"Sitaram Burger Wale","38704"
"AL KARIMS FOODS","35759"
"THE AMERICAN SHAKES","750"
"ODISHA SWADISTH","9815"
"Quarter Biryani","14764"
"Cafe Blanca","6741"
"Mithai Ho Toh Ghar Jesi","449"
"Garle Korean Cafe & Restaurant","1389"
"POSH CAFE","222"
"HOT AND COLD HUT","157"
"Makkar Sweet House","157"
"Sams Sandwich","2685"
"Veganbreak24x7","27880"
"HUNGRY BIRD","2727"
"China Twon","204"
"Bon Gateau","606"
"Daawat 24*7 - Hotel Tilak","4361"
"Amul Ice Cream and Dairy","12231"
"Hotel Parampara","122083"
"Bullabbai Biryani House","1968"
"THE QUALITY KITCHEN","7611"
"Hot Chilli Restaurant","1588"
"Jain Cake Wakers","28269"
"Down Town House","0"
"Kadhambam","815"
"NANDHINI BHAVAN","144"
"Kritunga Restaurant","146055"
"KOLKATA KATI ROLL CENTER","11056"
"NO MEAT NAAN","10134"
"Udupi Shrikrishna Veg Restaurant","1519"
"FOOD SEASON","333"
"Door Ka Tandoor(Sasni Gate)","11912"
"Guddu Da Dhaba","51"
"Smoke House Kebab Corner","486"
"HAPPY CLOUD BIRIYANI BISTRO","1856"
"Kohinoor Chicken Biryani","2606"
"PANDIT CHAT HOUSE","907"
"The King of Naga Kitchen","236"
"Chawla Tandoori Hut","65"
"MURTHAL PARANTHA-FBD","69"
"Bandhan Restaurant","4602"
"Andhra Bhavan","8926"
"Laxmi Savaji Hotel","100486"
"SAFA RESTAURANT","472"
"Ammy's & Jimmy's","106"
"Paratha agency","759"
"RIVAAN FOODS HUB","13690"
"Sri Krishna Udupi Park","676"
"Kathi junction","2880"
"Chawla's 2 Fine Dine by Hotel Sweet Milan","1352"
"REDDY FAMILY RESTAURANT","1269"
"Gayathri Bhavan","171"
"BROTHER'S CAKE","44426"
"ZAZI'S","1940"
"EGG DADY","204"
"SPECIAL PUNJABI PARANTHAS","3704"
"Sukhi Chicken & Fish Corner","5926"
"drazli","1032"
"DARJEELING MOMO","2153"
"National Fast Food","6537"
"TAKE IN 2","3542"
"Cafe 31","176"
"Bhukkad Nukkad Restaurant","551"
"Classic Home Foods","139"
"AIR ON WHEELS","60"
"chilli chow","4324"
"Sardarji Di Rasoi","3893"
"M B WINGS","2278"
"TELENGANA KITCHEN","69"
"Combo Raja","4241"
"House of Milkshakes","5459"
"Balaji Thal","11273"
"Namma Banashankari Donne Biriyani","1139"
"Megha Darshini","269"
"AM's Cafe Thattukada","324"
"Nawab Ke Kebab","1236"
"Jaybhole Dalbati","26074"
"Spicy Chat & Momos","79"
"Dosawala","7412"
"sri Sai tiffin center and fast food","42421"
"Thick shake Town","815"
"B.B. CAFE","444"
"Euphoria","139119"
"Meal Box Ambawadi","11657"
"Vaaraahi Kitchens","97"
"e spicy","8125"
"Sizzling GrillZ","50556"
"KRISHNA SAI RESTAURANT","1051"
"Indian fast food corner","333"
"Burger Stops","1236"
"Relish Bakers - Alkapuri","7009"
"Hyderabad Dum Biriyani","602"
"BRIO TURANO","194"
"Chickwalk","282"
"The Ethnic Kitchen","2727"
"Karawali Fish Land","100486"
"Amartsari Kitchen","185"
"burger trends","1458"
"Nicky s Cafe & Fine Pastries","2194"
"FAE Homemade Food","9639"
"Cinderella Bakery","74"
"Flavors Of Paratha","10181"
"Receita De Roy","116"
"Dil se Biryani","1944"
"Vestal Fast Food","3500"
"healthy kylie kareena","347"
"Sandi kitchen","2176"
"Hameedi Confectioners","3903"
"CHAAT CHATORE","42"
"SOUTH FOODS","134"
"Mark Food Avenue","495"
"Kabuliwala","3245"
"Turban chef","0"
"Nescafe","67667"
"THE MAGGI THEORY","245"
"Bluebell Sweets","162"
"Ice fort","9694"
"French Bakery","602"
"Tandoori Chaska","12407"
"KERALA FOOD PALACE","458"
"sri arya bhavan","14556"
"Lassi Center","14667"
"Blue B","185"
"Swad-E-Punjab","18792"
"NISHANTH RECIPES","167"
"Gokul Cake Studio","125"
"Snacks Express","18648"
"By The Way Restaurant","1736"
"Punjabhi Plaza","185"
"Classic Veg Restaurant ( Hotel Jatashankar Palace )","7556"
"Agrawal Sweets-Sarafa","116"
"INSTA CAKE","8620"
"MAA TARA TARINI VEG FOOD","5097"
"Leos Kitchen","69"
"Amritsari kulcha junction","35759"
"Tasty Foods","50777"
"AL SHAS BIRIYANI","7704"
"CAKE ONE SWEET N BAKES","2755"
"Ansari Chicken Biryani","657"
"SACHDEVA FOODS FOOD COURT","7125"
"Al Zaman Restauant","389"
"My Fishing Boat","227"
"Chef's Sandwich","329"
"Healthy Chef","16004"
"Dibiya Jee Chat Wale","144"
"We Chai","35648"
"Radha ki Rasoi","162"
"foodies dungannon","713"
"Maa Vaishno Dhaba","41282"
"JC Home Mades","40273"
"Chinese Fast Food","8523"
"Athreyapuram Special Putarekulu Powders and Pickle","639"
"Nashik Pure Veg","65"
"BIG Burger 247","144"
"Chef Treehouse","47481"
"RHR Hotels (Railway Station)","83"
"Nungambakkam Chaat Corner","1042"
"ITALIAN ISSUES","120"
"The Dhaba","11375"
"Slice On Iced","130"
"Dittu Ka Dhaba","444"
"oven History","10648"
"The Maggi Company","528"
"Chick Bites","56"
"Ice Stone-KPHB","264"
"Mash","250"
"Gandikota Restaurant","2903"
"Big Bang Pizza","10940"
"Udupi hotel shri balaajee bhavan","713"
"Absolute Momo Cafe","34768"
"Kokkarako-Briyani & Restaurant","981"
"De Shack","264"
"THICK SHAKE MAKERS","370"
"CHOWMEIN BOWL","12231"
"KHURANA SWEETS & RESTAURANTS","167"
"Indus - Ellaa Hotels","2755"
"Bok Chon","1120"
"Anil hotel","167"
"Dumps & Noods","324"
"Sri Maha Raja Rajeswari Tiffins Meals Currys and Snacks At Fec","79"
"B Chom Ping","74"
"Burger Monk","7262"
"Julu Juice","588"
"Happy Cake stories","139"
"Sunrise Biryani Point","13347"
"AS BIRYANI HOUSE","1657"
"THE DOSA COMPANY","10454"
"Chawla's Tandoori Junction","17241"
"MannysWaffles","264"
"Taste Of Tibet","259"
"Drinkdom","167"
"Shree durga resturent","1694"
"Shreeja Food Zone","48356"
"Arabian Kings Shawarma","1231"
"Ashik Bhai Biryani","88"
"Cafe Pumpkin","313472"
"THE PIZZA CLUB","1921"
"Swaad Dhaba","148"
"South Ruchi's","2699"
"Eat Again","16986"
